,date_posted,funny,helpful,hour_played,is_early_access_review,recommendation,review,title
285435,2017-03-24,1,6,189,True,Not Recommended,Even the menu feels laggy. I got constant 60 fps on BF1 couldn't get 30 fps on this game with medium settings.I know this game is still in Early Access but this is ridiculous.,PLAYERUNKNOWN'S BATTLEGROUNDS
366737,2015-08-29,1,2,1121,True,Recommended,This game is great don't listen to all those people not recommending because of the community. They're just a bunch of who can't hold their own.,Rust
29849,2018-12-29,2,2,3,False,Not Recommended,"1) Terrible PC controls. Maybe I should've expected this as a console port. But the controls are just terrible. Sure there's a learning curve expected with every game but I don't want to have to hit a 15 button combo to just to use a basic attack on a creature. Controls are very clunky non intuitive and just downright confusing. Friends who have a console controller seem to have a better time but not always. One guy with a controller had to spend 5 minutes figuring out how to investigate a foot print.2) Multiplayer is an afterthought. You can't do any story quests as multiplayer without having to do a workaround of ensuring that 1 person has done the quest and everyone else on the quest has seen the cutscenes. Who TF cares about cutscenes? I can tell you that the majority of players do not. It's annoying AF and there is no way to skip them. The other quests it took me and 3 other people 2 hours to figure out how to get into a party and do a quest together. After we did that one quest (collect mushrooms) we basically weren't able to do the next quests together. 3) Nothing in this game is intuitive.. Why am I out hunting monsters? Sure the game is called ""Monster Hunter"" but there should be meaning to why I'm out slaughtering everything that moves. Oh that mob is just standing there making a nest non aggro. GO KILL IT AND THEN GO BACK TO MAKE A NEW WEAPON DURRR.. Oh I can research a new weapon or armor.. all I need is this item ??? and I need ??? amount of it.. literally it just has ???. Oh the mobs drop ammo when you hit them? That makes sense..... Maybe the game gets better after the 4 hours I invested into it? I doubt it though. I like a challenge I don't need to be hand held (like the fireflies that point you towards everything you can interact with) but I like there to be something else aside from monsters just running from me 10 times when they get low hp.",MONSTER HUNTER: WORLD
433260,2016-10-27,1,3,0,False,Not Recommended,Product received for free. I wish I could give this back even if it was free.I don't want it it wasn't even worth downloading.bugs + bugs bethesda.will they ever be fixed lol no I would rather go back and play the original with all my mods then ever try to attempt to run this again.,The Elder Scrolls V: Skyrim Special Edition
285428,2017-11-22,4,3,327,True,Recommended,Καλή μαλακία τη προτείνω!Οδηγίες χρήσης παίξτε τη με τα δύο τα χέρια,PLAYERUNKNOWN'S BATTLEGROUNDS
367833,2016-04-26,14,4,2904,True,Recommended,There is nothing better than going outside with my assault rifle and shooting anyone I see running byThen I come home and play Rust which is pretty fun too,Rust
29737,2018-09-14,1,3,561,False,Not Recommended,Its a great start to the Monster Hunter series especially for PC.The problem is that its gets very repetitive end game and the arch tempered monsters are just the same with more HP/Dmg.The DLC release has gotten better though!The game needs more variety.,MONSTER HUNTER: WORLD
285290,2017-05-01,1,4,3,True,Not Recommended,Installed the game had constant crashes and submitted a support ticket. Login to find out I was banned by the developer.,PLAYERUNKNOWN'S BATTLEGROUNDS
120905,2017-06-15,1,2,19,False,Not Recommended,I will not be buying GTA 6. Goodbye!,Grand Theft Auto V
215990,2018-06-04,1,2,213,False,Not Recommended,Pretty good game salty moronic devs.,PLAYERUNKNOWN'S BATTLEGROUNDS
287319,2017-06-23,2,6,64,True,Not Recommended,Campfest plagued with bugs lags and cheaters. Performance is also atrocious.,PLAYERUNKNOWN'S BATTLEGROUNDS
264780,2017-07-21,2,4,8,True,Not Recommended,If your teammates shots you you can't defend yourself. You just simply commit suicide.,PLAYERUNKNOWN'S BATTLEGROUNDS
30290,2018-08-11,2,6,15,False,Not Recommended,Overpriced garbage.The game looks great and overall there really isn t anything to complain about except for one thing. The combat system it's just absolutely horrible. Every game has a different combat system and usually once you get used to it everything's fine. But the way you fight in this game is like some sort of sad joke. At first I thought maybe it was the weapons i chose or if I ranked up things would get better but it doesn t. It feels like I m playing an unfinished game. Do yourself a favour and watch some gameplay on YouTube or Twitch or Mixer before you buy this game.,MONSTER HUNTER: WORLD
43752,2017-09-09,2,2,88,False,Recommended,Amazing.....................,Rocket League®
171434,2015-04-13,3,14,122,False,Not Recommended,i pre ordered this a month or more ago and i am an avid fan truely of all the GTA games but 5 is so flippin glitchy its not worth all the trouble..,Grand Theft Auto V
219315,2017-12-23,2,3,37,False,Not Recommended,Very buggy stale gameplay hardly worth the $30. Get this on a 66% sale or just play Fortnite for a more difficult competitive as well as a more casual experience. Will edit this if the game ever decides to change for the better.edit fortnite is bad in its current state stay off battle royale in general,PLAYERUNKNOWN'S BATTLEGROUNDS
136878,2015-04-14,49,136,2,False,Not Recommended,key already activated and account locked 1/10,Grand Theft Auto V
28787,2018-09-14,1,6,255,False,Not Recommended,"TL DR This is the worst mainline Monster Hunter game and worse than some of the spin offs. The more I play the older ones the more reasons I see they are better. It's still a fun game but I would recommend the other games in the series instead. Also it's a bad port with denuvo.I started playing the Monster Hunter series in MH3 and have played all of the english releases that came out since then (except stories). I honestly would have never purchased MHWorld if it didn't have a Monster Hunter label on it. I would have seen that it had mixed reviews and moved on. Its still a fun game by itself and i'll play a bit more of it probably but it's not a good Monster Hunter game. If you have a console to play any of the other Monster Hunter games go do that instead. They are better but they are also harder. There are a few major improvements to World but there are also a lot of negative changes. A lot of the things they did almost make it seem like they were trying to separate the game from the series in which it's in but this is supposed to be a mainline game not a spin off so that doesn't make any sense. At first I thought I was just being hard on World cause it was so different. The more I play Generations Ultimate the more I realize World actually is worse than almost all other Monster Hunter games. I realize MHGenerations is technically a spin off but it's much more similar to Monster Hunter than World is. It still plays the same as the mainline games it's just made by a different team and the ""specialized tool"" concept in world seems to be inspired by the ""arts"" in Generations.Some of the improvements are The biggest improvement is no loading screens between areas.It's on PC.The graphics are better ... except where it matters. More on this in negatives.Gathering isn't a pain.Minor quality of life improvements.You can see damage numbers now.Training area helps with min maxing damage I guess.The negatives Denuvo DRM. DRM only hurts the consumer.Monsters can go to sleep right in front of you even though you just almost killed them. WHY?! What happened to all the stealth stuff they added? I just almost took its life and all of a sudden it doesn't care that I am now IN ITS HOME. A lot of the time when fighting flying wyverns like Rathalos when they fly away to sleep I fast travel to the camp in the tree and get to the nest long before I can even see the wyvern from it. It then lands and sleeps right next to me while I am standing right there in the nest on it's eggs.Can't pause the game mid quest anymore even in offline mode.No option to turn off scoutflies.More unfair ""difficulty"". Mostly roars and such sometimes last long enough you can get hit during them by the monster causing them. Also can no longer button mash out of stun.Dash juice no longer negates stamina use. It also doesn't last long enough for and is too expensive for halving stamina use.No option to turn off auto signal when you see a monster in multiplayer. It's literally pointless. Everyone shares the monster location info. Everyone has an eye next to their name when they are fighting a large monster.The ""specialized tools"" concept was done much better in generations. You had ""arts"" that were attacks or buffs that usually had really cool animations. Now it's just a cloak that's it. Their re use was charged by hitting the monster a lot and not some set cooldown so they were almost like a reward for doing well rather than a ""cheat"" for being bad at the game.They completely destroyed the armor system. I woudn't even care because its not a bad armor system now but it was better before. It was more unique and the skills themselves weren't sliced into so many levels that the first few levels were worthless. I suppose this new one can still be puzzle like though and it might grow on me eventually except the slicing up skills. In the other games you needed to reach a certain threshhold of points in a skill for it to actually take effect and there were also negative skills that could cause problems if you didn't get rid of one of the points for it. An example of slicing the levels up is the attack boost skill. It had 3 levels until 4U which had a fourth stronger level. In World there are 7 levels. The first few are useless. In the other games the levels give +10 ak +15 atk +20 atk and in 4U onwards +25 atk. In World the levels give +3 atk +6 atk +9 atk +12 atk and +5% crit chance +15 atk and 5% crit chance +18 atk and 5% crit chance and +21 atk and 5% crit chance. +3 attack is literally 1% 2% boost to strong weapons. That's all it might as well not exist.Light bowguns were made less fun. They typically have a special burst fire for some ammo types depending on the gun. They types of ammo that were burst fired by each gun varied greatly. Now most burst the same thing as 3 or 4 of the other guns and it tends to be the boring weak shots. The element bowguns usually will fire only the element shot in burst and thats it if even that. They also removed blast shots and I don't have a clue why.Bows all play the same now. While you are readying an arrow they charge through different levels. They used to do different types of shots at each charge level. Now they are all the same.Zorah Magdaros fight feels horribly unfinished for many reasons. I really wish I had more space to go into detail.The story dialogue and characters are trash. The story was never great in monster hunter games but this is the worst in the series. The characters are boring and have no character. There used to be plenty of fun puns and a variety of characters and tiny side stories.The graphics are better ... except where it matters.Annoying zooming animation when looking at quest board. Should be no animation at all.Harder to see ailment effects being applied.Hitboxes seem worse.Lots of people seem to have trouble running this game. I have an AMD Ryzen 1600 Nvidia 1060 3gb and 16gb RAM. That's not a bad setup really but of course not the best. Usually I get 60 fps with mid low settings. Anti aliasing and volumetric rendering are turned off completely. I still drop to 40 50 in some portions of the Rotten Vale and Kushala Daora will near the end of its fight drop my fps to an unplayable 15 20. Teostra will sometimes drop it down to 30 40 with all his particles. There is no option to reduce particle effects. I watched my task manager one time and it seems like my CPU is used a lot by this game. That doesn't really make any sense to me considering there's not actually that much going on in this game. It definitely is not optimized well but I also wonder if Denuvo has something to do with it. I have no idea how that DRM works though so I can't say.Weapon designs lack variety. There used to be all sorts of crazy weapons. Now they just slap parts on the normal ones.I like the old mounting mechanic more because its UI is more informative. You are supposed to just stab the monster until you get a big hit and it falls over except that there seems to be no reason as to when you actually make the monster fall over. Supposedly the ring around the map is supposed to be an indicator closer to empty closer to fall. I've had many times where I did a big hit and it fell over while it was almost full many times when no big hit was done at all and a few times I got two big hits on it before it fell over. You have to brace sometimes but the indicator for this is solely vignette. I hate vignettes. The camera is always in a bad place when you are mounted and is worse when firing the slinger while mounted. In other games you had an actual bar on screen telling you how well you were doing exactly how close you were to making it fall and the time to brace was communicated to the player in a clear way. I have more but I'm out of space.",MONSTER HUNTER: WORLD
245432,2018-04-04,1,3,0,False,Recommended,这是一款高质量加高热度的热游 我认为你值得拥有,PLAYERUNKNOWN'S BATTLEGROUNDS
220640,2017-08-23,1,5,487,True,Not Recommended,DEAR BLUEHOLE!!! IF YOU ARE READING THIS PLEASE BRING US OPTIMIZATION!!!,PLAYERUNKNOWN'S BATTLEGROUNDS
244582,2018-11-29,1,2,933,False,Not Recommended,Can't even use socks with sandals literally unplayable.0/5.,PLAYERUNKNOWN'S BATTLEGROUNDS
60872,2017-05-06,1,2,6,False,Not Recommended,I downloaded this game on free weekend.I played a casual games 5 hours.Then i played my first 3v3 competitive match.Enemy team gave us a goal in first minute and my two teammates left the match.I played 3 minutes and 30 seconds like a idiot because this game plays 10 years old kids who leaving match every time when they losing.I do not recommended for non premade players and never play this game solo.,Rocket League®
241189,2017-09-30,5,2,525,True,Not Recommended,serverunkknown's sorrygrounds,PLAYERUNKNOWN'S BATTLEGROUNDS
241443,2018-04-18,2,2,289,False,Not Recommended,,PLAYERUNKNOWN'S BATTLEGROUNDS
259245,2017-10-24,1,2,3,True,Not Recommended,Product received for free. I do not like these games... ._.,PLAYERUNKNOWN'S BATTLEGROUNDS
136815,2015-07-09,1,4,142,False,Recommended,Great game steam took the game from my library and now i cannot play it anymore. Got the game in the trade to find out the next morning the game is gone from a chargeback.,Grand Theft Auto V
52313,2017-03-21,5,4,214,False,Recommended,It used to be really fun in 2016 early 2017 but now the community is even more toxic than before and every match is hella toxic. Fun game but the new players have absolutely ruined it. Sad. Was fun back in the day.,Rocket League®
218567,2018-01-03,6,10,560,False,Recommended,This Is Pubg !,PLAYERUNKNOWN'S BATTLEGROUNDS
216706,2018-01-20,1,2,158,False,Not Recommended,I ve had so much fun on this game until...So I decided to play in Asian servers since the American ones were down until further notice. I played a couple rounds no hassle until my game crashed. I reopened it and there were two unclose able ads on the lobby page making the game unplayable. I couldn t click on anything. I uninstalled and reinstalled to find it still there and nothing I ve tried has gotten the ads away. I haven t played pubg in 2 weeks due to this and it better get fixed soon.,PLAYERUNKNOWN'S BATTLEGROUNDS
215804,2017-09-17,1,2,1357,True,Recommended,The game is very amazing. makes you feel exploring for yourself. Develop and make improvements that make this game better. give me back my chicken,PLAYERUNKNOWN'S BATTLEGROUNDS
264529,2017-12-21,8,17,213,False,Not Recommended,If you like to play a pretend not to be alpha simulator then look no further,PLAYERUNKNOWN'S BATTLEGROUNDS
165203,2015-04-17,37,40,600,False,Recommended,This game rocks so much that I wanna be straight again. 10/10,Grand Theft Auto V
30008,2018-11-23,6,4,0,False,Not Recommended,"Product received for free. This game could not get any more boring. Literally no way to skip cutscenes or fix mouse lag/delay. My experience &gt Start Game&gt 10 minute long cutscene&gt alt tab to google how to skip it&gt find out you can't&gt kill time googling game deals&gt alt tab when I hear que for customization screen&gt a million customizations for your cutscenes&gt cutscene (kill time on google)&gt press W to run forward&gt 10 feet later cutscene (kill time)&gt Press shift to run&gt cutscene (kill time)&gt Play the 'What is a video game?"" tutorial for another 15 minutes&gt Finally get to a ""Press shift to hide is a bush"" part&gt Not even kidding unlocked an achievementMOST IMPORTANT PART &gt Control + Alt + Delete&gt End Task (because you can't even bring up a menu to quit in the barrage of cutscenes)&gt UNINSTALLTL DR Dev thinks it's 1992 and has to teach everyone how to video game from scratch and show off what cutscenes are as in it's on PlayStation 1 without the ability to skip them.",MONSTER HUNTER: WORLD
115715,2015-04-20,6,22,765,False,Recommended,"""Mine 'aint nothin' special but it gets the job done"" TrevorWhere to begin?Let's start out with the ""hype"" around this game. While no game can truely live up to it all this game certainly comes close. The Single Player sorry 'Story Mode' is what you'd expect from a GTA game these days long fun and somewhat captivating. There's some silly moments in it (not quite San Andreas level but pretty close) that keeps the more boring bits interesting and some great chase scenes.While I haven't even came close to completing the game at the time of this 'review' I still feel the game was worth the 39.99 I payed.Now GTA Online Oh boy...It's hard to explain or even define but there's something about Online that makes it addictive. Much like your Skyrims you're constantly wanting to get better stuff. Be that cars boats helicopters jets weapons or clothes you're always after something new.Yes there are ""lobbies"" with much higher level players in there ""destroying"" us newer players but they're not that frequent. Even when in one you'll have some enjoyment getting your revenge (or go into ""Passive Mode"").While I brought the game for the 'Story Mode' I'm finding myself focusing more on the Online play.There's some issues with lobbies randomly being ""emptied"" (in short you are moved into your own empty lobby due to the Rockstar Servers claiming your rig or connection can't handle the current lobby) but you can still join ""Jobs"" with others no problem.In short I'd highly recommend this game to pretty much anyone.It's great fun has humour and is excellent value for money.",Grand Theft Auto V
55594,2017-08-05,4,2,965,False,Not Recommended,This game is literally the iest game i own. I dont enjoy playing at all. All you do is get ads and cancer. All the little 12 year olds in the game make you tilt out of your mind and the toxic people are terible. I would not racommend this game as it is a experiance and a terrible game thanks,Rocket League®
433567,2016-12-26,1,4,11,False,Not Recommended,"Product received for free. Skyrim Special Edition Is a booze in new looking decorate bottle and nothing more. It made me realize how gaming industry nowaday start to get very cheaper and how innovation start to wilther away like an old flower. This is not a bad game by far all game mechanic and what make it great still there But the rest was almost the same and not in a good way they are too. That boastful BEAUTIFUL graphic was nothing more than just a ""God ray"" ""new flora texture"" and that's it. All crisp texture look was dumbdown to make it ran easier in console and to hid that away they add ""Depth of field"" and blurrrrrrrrrr every damn thing like they made in game around 2005 except back then you wouldn't really have much good reason to complain about since there are no such thing as ""tessalation"" ""normal map"" or these next gen tech. Worst If you want to mod. Goodluck on finding your own mod on web browser since Bethesda decide to not support steam workshop anymore and instead you have to Login into their ""community"". They can go to hell for all I care. But true You can still selected so very few mod available for this game in nexus new ""section"" since it won't compatible to an old original skyrim mods..............And to add more insult in a matter If you using mod you will NOT GETTING AN ACHIVEMENT!!! And No There are no ""Exclusive content"" or ""Director's Cut content"" add in this game. and get this Even I got this game for Free (since I got all previous DLCs) I still can getting this irritate and frustrate on its price tag for such little quality it bestow upon us. If you were a new comer to Skyrim experience I suggest you to bought ORIGINAL GAME instead spending your dime on this facade crap.",The Elder Scrolls V: Skyrim Special Edition
391073,2013-12-27,2,2,3,True,Recommended,GET EEEETTTTTTT,Rust
118440,2016-11-01,1,2,3,False,Not Recommended,"The driving gameplay is probably some of the best feeling I've ever experienced outside of racing games but on foot the KB/M feels a bit sluggish unresponsive and unintuitive. It's like trying to escort a drunk friend home. You might run into an infinite loading screen bug like I did but the hour it takes to resolve that you'll be rewarded by getting to access the GTAV Online where you'll be armed with a 12 shot pistol and experience the joy of being spawn killed by people toting machine guns in souped up vehicles. If this happens when you were trying to reach an objective no worries you'll (very helpfully) respawn 100 000 years away from your waypoint and build character and patience by being killed (again) on your way there and spawning across the map (again).Despite this the game is still loads of fun. Or I would assume it is since people are still playing it. I wouldn't know because after playing online for about 1.5 hours I logged out. And about two hours after that Rockstar sent me an email telling me I was banned for a month. If it happens to you and this early on you won't be able to post for help at Rockstar's Social forums (your account will not be at least a month old) but you can still entertain yourself by talking to R* ""support "" which is actually Cleverbot's much dumber cousin.",Grand Theft Auto V
52149,2015-07-09,2,2,325,False,Recommended,The only soccer game you will actually enjoy.This game is actually very fun and Its hard to stop playing once you started.,Rocket League®
117403,2017-04-07,1,2,1078,False,Recommended,Nothing else to say 9/10.If I got baned innocently 1/10!,Grand Theft Auto V
64243,2015-11-03,3,4,62,False,Not Recommended,More luck involved than any cardgame out there.,Rocket League®
366749,2016-12-01,3,2,6,True,Not Recommended,Can't pick my gender. Otherwise a good game. 0/10 would play again if I could have boobs.,Rust
293131,2017-10-01,1,3,376,True,Not Recommended,There is a hotel it is said that the taste of food is also good many people come here especially but this hotel's food can always find dirty things the customer response to the boss not only did not spend money to improve the restaurant's health level but governance diarrhea Of the drug stickers in the store as a sign to sell. I can only say that disappointment.,PLAYERUNKNOWN'S BATTLEGROUNDS
114960,2017-11-06,2,3,1145,False,Recommended,A LOT OF GRIND,Grand Theft Auto V
134744,2016-05-10,1,2,93,False,Not Recommended,full with hackers,Grand Theft Auto V
361562,2019-01-18,2,4,36,False,Not Recommended,Rust was such a good game but now its become SO bad,Rust
174275,2017-06-19,2,2,668,False,Recommended,Great game and now that they got rid of the modding i can finally actually play the game without having hackers ruin my experience. Good on you Rockstar and Take Two Interactive! D D D D D D D D D D D,Grand Theft Auto V
364923,2014-06-17,1,2,180,True,Recommended,Very Good,Rust
173341,2015-04-13,2,2,16,False,Recommended,BEST GAME EVER !!! BUY NOW !!!,Grand Theft Auto V
2617,2018-07-27,4,6,212,False,Not Recommended,Nerf survs buff killers. Add new mechanics? Nah we would better create new skins. Pretty bad job so far,Dead by Daylight
117659,2017-06-15,3,2,56,False,Not Recommended,Product received for free. I would not buy this if worth $10 and i got this for free! Honestly you'd have more fun sucking random hobos off,Grand Theft Auto V
114905,2015-05-09,1,3,102,False,Not Recommended,play san andreas instead of this Sh it.at last there you can play with mods ..or just pirate it ...those b ast ard s don't deserve your money.shame on you !,Grand Theft Auto V
264882,2017-08-29,1,3,18,True,Not Recommended,TBH I wanted to play this game. But it kept crashing when i loaded ingame for a couple minutes and IDK whats the deal or whats causing it. I heard the game is good and fun. But Im just too off to tell if its the developments fault or its somehow me. Rip.,PLAYERUNKNOWN'S BATTLEGROUNDS
244983,2017-10-26,1,3,294,True,Not Recommended,20 millions copies sold.18ticks server.Pick one.,PLAYERUNKNOWN'S BATTLEGROUNDS
293374,2017-08-04,4,2,23,True,Recommended,&gt brought game &gt made character &gt drop in out of heli &gt ALRIGHT LETS DO THIS! &gt open door &gt point blank shot in face with shotgun 10 10 would play again.,PLAYERUNKNOWN'S BATTLEGROUNDS
219991,2018-08-17,1,3,349,False,Not Recommended,In the beginning it was good. Then after the update it went OK. Then after the major update of new Desert Map it went bad. And now after Sanhok and SKins this is the worst game.No optimization. No Lag fixesStill desync everywhereHit boxes missing.Wasted my money,PLAYERUNKNOWN'S BATTLEGROUNDS
150833,2015-04-15,1,16,205,False,Not Recommended,The game itself is fantastic. My only issue is the PC port. Only way this game is playable is to turn down all graphics to 50% and turn off all AA. You're probably thinking I have a weak system? Two Sapphire R9 290x Tri OC Vapor X's in crossfire on a Z97 with a devils canyon. Crossfire issue then? Definetly I pulled one card and it became more playable but still not able to put the graphics settings up to decent level without major frame rate issues. For as long as it took to get this game ported to PC I have to say I'm really not impressed.,Grand Theft Auto V
285344,2018-01-17,1,3,236,False,Not Recommended,"Its dont buy it. They perma ban you for no reason and don't even let you access your items because I presume they believe you ""cheated"" them in. This game is absoloute and the lazy devs",PLAYERUNKNOWN'S BATTLEGROUNDS
173700,2015-04-19,5,3,3,False,Not Recommended,1/10,Grand Theft Auto V
243773,2018-06-20,1,2,8,False,Not Recommended,not very optimized my computer meets and exceeds the requirements but the game still runs like trash.,PLAYERUNKNOWN'S BATTLEGROUNDS
136543,2017-11-10,1,3,68,False,Not Recommended,Product received for free. I GOT banned fore planying and mening a modar and he droper cash om me,Grand Theft Auto V
136350,2017-12-30,3,3,16,False,Not Recommended,Singleplayer is awesome no doubt in that. But alas! Bought this game only for multiplayer and it completely dissapointed me tbh. The most annoying part is online loading it takes 8 10 mins to load online mode in my i3 processor ( and also when I join my friend it starts ping spike everytime. FIX IT ASAP ),Grand Theft Auto V
174079,2017-06-24,3,3,99,False,Recommended,10/10 would not try OpenIV mode again,Grand Theft Auto V
265144,2018-10-22,1,2,244,False,Recommended,Great balanced battle royale. More realistic than fortnite byr not to realistic that it may be unenjoyable. Really recommend for online fun!,PLAYERUNKNOWN'S BATTLEGROUNDS
136514,2016-06-01,3,3,91,False,Recommended,It's great for simulating dates through internet.Until you get banned for whatever reason,Grand Theft Auto V
216450,2018-06-14,1,2,577,False,Not Recommended,"Took our money pulled our pants down and bummed us repeatedly until we broke. One of the most badly designed games ive ever played in my life And what are they doing to fix the utter game they have? The answer is bringing crates out what we have to pay for the couldn't even do that right "" i know we'll release crates so people can use there in game points on them and get rewards for there work and kills but lets not forgot we're little money grabbing nonces and will charge they to open the thing they've just bought"" between bad game design and bugs/ glitches its full of dirty little cheaters who get away with it until these finally decide to do a patch to stop the hack then to only realise another 10 hacks have been released since the first one and have to deal with that. Terrible trash game if you want a battle royale just wait for cod bo4 or something because this isn't worth the time or effort. Im not slightly surprised why this game is dying and tbh it's sad if they put the effort in this would be an amazing game and probably still be the most popular br game in the world and thats where it differs from ""good games"" the company does not care about what we say as there community they just care about their profits. I wish a proper company would buy them out and fix the problems we've all been saying but sadly this wont happen and we're stuck with this embarrassment of a game. DO NOT BUY!!!",PLAYERUNKNOWN'S BATTLEGROUNDS
25099,2018-08-22,1,4,5,False,Not Recommended,Aburrido como la madreKill BossUpgrade GearRepeat0 Recomendable. Los Triple A cada vez vienen peor no lo vale.,MONSTER HUNTER: WORLD
376787,2016-05-15,1,2,621,True,Recommended,Fun game with friends. Alone it's very grindy although still entertaining until you run out of things to do. Overall pretty good game and will be a great game if it's ever out of alpha.,Rust
366476,2016-11-23,1,3,499,True,Recommended,dank as .got lost found a girl.locked her up.gave her a sausagechopped her up cooked herthen i ate her,Rust
297687,2017-03-28,7,9,48,True,Not Recommended,"Do you want a game that is 100% luck with no skill involved?!Look no further than this dumpster fire of a ""game!"" Shooting controls are amazingly bad. So amazingly bad that your reticule can be planted on the guy and your bullets will still find a way to curve the airways to miss him. Damage consistency is non existent. Guy has the same gun same gear as you? Oh it won't matter you'll be downed in two shots neither of which being head shots since you're clearly not showing your head behind the cover.And he will absorb bullets to become stronger than the incredible hulk. You know what this game does well? It does a FANTASTIC job at pulling people in with their trailers and actually you will NEVER EVER get in situations like they show. It's not a no man's sky thing. But it's definitely lying about what happens. 1 walk around aimlessly only to be shot from God knows where and die. 2 drop in with forty other people in the same area and die because you walked into a building that had a frying pan and a grenade while everyone else found BFGs. It's so hard to get a good grasp on this game in 2 hours for a refund because you can literally spend 3 games seeing nothing untill you get shot from a ghost. Only regret of the year was purchasing this abortion of video game entertainment.",PLAYERUNKNOWN'S BATTLEGROUNDS
30559,2018-08-09,4,4,479,False,Recommended,Product received for free. nani dafaq?,MONSTER HUNTER: WORLD
117262,2017-06-23,2,9,36,False,Not Recommended,lack of modding support,Grand Theft Auto V
243051,2018-01-11,2,2,1167,False,Not Recommended,I wouldn t recommend this game until they find solution for Chinese race. Let me tell you briefly what kind of race is that. First of all there are millions of Chinese players in the game and they literally invaded NA server. Good news is only %90 percent of them using hack so you might be able to play against someone who s not hacking. Oh funny part is if there s Chinese guys in your team you will have to praise their country otherwise they will group up and kill you. Conclusion is that don t buy this game unless you re a Chinese.,PLAYERUNKNOWN'S BATTLEGROUNDS
260464,2018-03-18,1,3,339,False,Recommended,FORTNITE IS SHIEEET,PLAYERUNKNOWN'S BATTLEGROUNDS
256446,2017-11-27,2,2,588,True,Not Recommended,Prijebana pičovina skurvena,PLAYERUNKNOWN'S BATTLEGROUNDS
155096,2017-08-24,3,4,659,False,Recommended,THE BEST GAME IF YOU ARE LONELY AND HAVE NO LIFE,Grand Theft Auto V
118072,2017-12-28,1,2,142,False,Not Recommended,FIX YOUR LOADING TIMES ROCKSTAR.,Grand Theft Auto V
122580,2017-07-03,1,3,23,False,Not Recommended,Everything is very expansive and the controls is bad,Grand Theft Auto V
165248,2015-05-02,2,3,417,False,Recommended,I LOVE DIS GAME SRSLY I bought it when dis game realesed nice game but i hope rockstar will fix some shuttering when driving car I love dis game. i love franklin michael and trevor. i very love franklin dats why i just bought him some new car like Turismo. And i will buy some Zenforonto for Michael. I want to be Franklin Nice house and nice car v Turismo is the best car for me,Grand Theft Auto V
116265,2017-06-15,1,4,112,False,Not Recommended,_l_ for every company that tries to stop modding,Grand Theft Auto V
29442,2018-09-01,1,2,7,False,Not Recommended,Well this is one of those reviews that I honestly wish there was some sort of a neutral button. I love RPG games in general and Monster hunter has a great idea with this one. However this game just seem unfinished and needs a lot of improvement . What's great 1. love the terrain and the monster bios as well as the ability to craft and upgrade your potions weapons and armor. 2. The story line is also fun to follow and allows tons of interaction between you and NPCs.What's garbage 1. The party system! While we got it figured out after a while there was no easy way to party up. You had to join up via steam group be sure you were all in the same session then join a posted mission. (and you need a party in this game! forget solo)2. Game mechanics. May not be too bad when using a controller but using KB and mouse is a surreal nightmare.3. Combat is clunky Like your character is moving in mud you need to resharpen your weapon mid combat and also you can't seem to pivot while fighting. I was using a katana. I had to stop fighting to turn and face the beast then re engage. If it ran past me I have to repeat. because you just can't seem to turn I think i ended up swinging at the air just as much as the monster.While I believe the game has great potential it just seems that they recoded the PS4 version to play on PC and ignored optimization completely. The game has freat promise but needs some help. At this point in time 5/10. I may revisit this is the combat system and maneuverability get's fixed. While I can't really recommend this game right now It's worth picking it up if it goes on sale for 30+% off.,MONSTER HUNTER: WORLD
